,at,reviewCreatedVersion,content,score,sentiment
12312,2023-02-28 18:08:30,5.0.0,Saya tau ini masih tahap transformasi tapi kok rekam medisnya bukan nama saya??,3,neutral
12319,2021-09-02 06:19:40,3.4.3,"Lokasi update lama, jd untuk pekerja yang harus scan barcode jadi was was terlambat masuk kerja karena harus nunggu update lokasi. Saran saya : dikasih tombol untuk update lokasi bukan lewat pencarian. Karena dari kolom pencarian loading nya sangat lama.",3,neutral
12357,2021-11-13 04:13:15,,Tadinya selesai download ga bisa daftar karna ga bisa diklik apa2 karna buka aplikasi munculnya pilih wni trus setuju dah ga bisa diapa2in aku hapus aku instal lg smpe 3kali sempet bingung knp... akhirnya baca komen tau solusinya font dikecilin baru deh muncul setuju dan ferivikasi... mungkin ada yg sama.,3,neutral
12366,2021-12-24 13:11:30,4.0.6,"Sebelumnya gagal terus claim sertifikat, setelah di update baru bisa claim sertifikat 👍. Kekurangan dr aplikasi ini 1 email/no.telp tidak bisa buat lebih dari satu akun pengguna, saat mendaftarkan anggota keluarga lain hrs pakai email/no.telp lain. Dari kekurangan ini sungguh menyulitkan untuk membantu claim bagi yg awan masalah teknologi.",3,neutral
12376,2023-04-04 13:24:51,5.3.2,"Di perbarui malah ga bs di buka,,bkn lbh baik",3,neutral
12378,2021-12-11 12:56:12,4.0.5,"Systemnya ribet terutama di chaptanya,padahal chapta di system sebelumnya itu lebih enak, yang sekarang chapta salah terus padahal sudah benar. Ditambah tiap mau cek sertifikat ada batas limit dan harus menunggu besoknya padahal saya butuh krna keluarga saya banyak yang butuh bantuan saya perkara hal tersebut mohon di-update systemnya agar lebih dipermudah lagi dalam 2 point tersebut. Terima kasih.",3,neutral
12390,2023-03-20 13:26:38,5.2.0,Aplikasi nya sering perbarui terus,3,neutral
12396,2022-03-14 19:34:49,4.1.16,"Menurut aplikasi peduli lindungi ini tidak efisien, efektif dan usable. Sy dikira diawal memudahkan saya untuk bisa berpergian ke tempat umum. Pertama aplikasi ini up-to-date setelah melakukan vaksinasi, tidak perlu menunggu lama sertifikat nya langsung muncul. akhir2 ini aplikasi kenapa menjadi menyusahkan user ny. Entah ini salah aplikasi nya atau maintenance nya. Stlh sy update aplikasi peduli lindungi sertifikat vaksin dosis kedua saya hilang. dpt pesan kemkes saya blm vaksin kedua. Piye iki",3,neutral
12403,2023-03-31 03:29:46,5.3.1,Kenapa tidK bisa di buka perbaruan terus,3,neutral
12424,2023-03-02 14:40:11,5.0.0,Ok... sangat membantu informasi tentang pentingnya menjaga kasehatan.,3,neutral
12428,2023-04-05 01:26:49,5.3.2,Aplikasi tidak bisa dibuka,3,neutral
12435,2023-03-01 02:59:30,5.0.0,Ini aja gak bisa masuk kode otp nya aja lama masuk ke email saya,3,neutral
12437,2021-11-25 15:34:18,4.0.5,"Mohon maaf untuk applikasi ini, sy senang tapi utk applikasi ini masih banyak kekurangan saya rasa , karna utk login harus bolak balik k Email atau WA. Sangat membingungkan dan memakan banyak waktu. Apalagi harus mengingat no OTP yg d kirim, Untuk k depan tolong d permudah dan praktis biar tambah OK.👍",3,neutral
12442,2023-03-02 01:12:13,5.0.0,"Untuk kartu vaksin bosternya kok cuma boster pertama yg keluar, padahal sdh vaksin boster ketiga",3,neutral
12449,2023-03-05 03:27:14,5.2.0,ko makin di update kaga bisa liat sertifikat vaksin 1 - 3 ya?gimana dah ini?,3,neutral
12454,2021-09-20 03:43:58,3.4.6,"Mohon maaf aplikasinya error hampir seminggu lebih, saya mau cek hasil sertifikat vaksinnya mala kembali ke awal lagi, saya masukin NIK & Nama lengkap lagi hingga seterusnya kembali ke awal lagi. Nah saya menemukan solusinya yaitu menghapus data aplikasinya, lalu saya coba login dari awal terus cek lagi ke hasil sertifikatnya baru saja muncul. Atau yg belum muncul juga cek di website peduli lindungi menggunakan google. Semoga membantu solusi dari saya",3,neutral
12484,2022-11-20 02:55:36,4.5.8,Kenapa ya saya kan gnti hp trs sy download lgi peduli lindungi nya saya mau balikin akun saya eh gabisa saya coba berkali kali jg tetep gabisa,3,neutral
12503,2022-10-14 20:19:48,4.5.6,UI/UX nya kurang. Harusnya dibuat mudah lagi. Terutama dibagian lihat sertifikat.,3,neutral
12508,2023-03-02 23:23:07,5.0.0,"Gimana cara liat, sertifikat vaksin ny kenapa peduli lindungi jd berubah sih g pahaam niiii🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️",3,neutral
12528,2022-10-19 10:42:47,4.5.7,Sudah ok aplikasi sudah dengan mudah di gunakan,3,neutral
12547,2023-03-04 14:03:48,,Habis d update bukanya malah bagus. Buat masuk aj susah data Enda d temukan. Pas daftar ulang bilangx data sudah terdaftar. Piee Tolong dong di perbaiki,3,neutral
12548,2023-03-06 04:29:57,5.2.0,Ini gimana ya stlh di up kok ga bisa log'in²,3,neutral
12573,2021-09-07 03:24:59,3.4.4,"Sulit menggunakan aplikasi.tsb, tidak mudah masuknya, berbelit kurang sederhana pemakaiannya. Jadi agak sulit, terlebih2 bagi yang Gaptek. Mohon disederhanakan cara pemakaiannya. Cetak sertifikat Covid 19 gagal....gagal terus, tidak masuk2....walaupun sudah diikuti petunjuknya.",3,neutral
12577,2021-08-30 13:01:54,3.4.3,"Saat cek nik dan nama muncul keterangan sudah vaksin 2x, tapi saat lihat sertifikat malah muncul keterangan tidak mempunyai sertifikat vaksin. Padahal di link pedulilindungi sertifikat sudah ada. Knp di aplikasi g ada. Tolong kalau belum siap y jangan diluncurkan dulu.",3,neutral
12600,2023-03-08 16:19:27,5.2.0,Aplikasih tidak bisa ke buka......t,3,neutral
12602,2023-03-02 15:11:07,5.0.0,Malah tdk bisa login... kacaauuuu,3,neutral
12649,2022-10-20 13:40:50,,"Knp setelah update akun ku terlog out dan tdk bisa login. Entah itu pake gmail. Dan no. Hp slalu tertulis ""USER NOT FOUND"" ada yg bs jelasin",3,neutral
12670,2021-09-28 14:28:39,3.4.6,"kalau saya keluar dari app ini..terus masuk lagi, kenapa mesti ada konfirmasi akses kamera dsb lagi. Trus..saat pengisian nomor telepon kalau mau masuk masih ketutup, tdk bisa tekan backspace utk edit saat salah ketik masukin nomor. tekan kembali kebuka backspace ketutup tanpa kehapus. Apa keyboard saya kegedean? kenapa nggk difungsikan rotation ya.",3,neutral
12675,2023-03-09 18:36:32,5.2.0,mengapa sertifikat vaksinasi nya tidak bisa di download?!!,3,neutral
12711,2023-03-03 01:19:23,5.0.0,ini gimana setelah sya up date ke sini kok akun nya jd akun istri sya tolong dong min gimana cara mengembalikan akun sya kembali?? sya hrs hubungi kemana???,3,neutral
12722,2023-03-01 16:16:41,5.0.0,"Setelah di update ko no NIK saya jadi berubah,gimana cara ngubah nya?",3,neutral
12727,2023-03-02 15:13:38,5.0.0,Cara untuk melihat sertifikat yg ang baru gimana ya caranya,3,neutral
12738,2021-07-28 00:22:56,3.4.0,"App nya perlu perkembangan salah satunya penggunaan lokasi yang bikin boros batre, masa setiap saat harus nyala. Pas di pilih opsi ""izinkan ketika app digunakan"" gak bisa. Rusak rusak.. Perbaiki deh",3,neutral
12754,2023-04-05 13:56:35,,"Tidak bisa log in karena nomor WhatsApp sudah ganti, jadi tidak menerima verifikasi. Mohon verifikasi nya lewat SMS saja",3,neutral
12764,2021-08-25 03:54:06,3.4.3,"Saya Menemukan entah itu Bug Atau apa, ini saya masukan data ibu sayaa untuk melihat sertifikat vaksin saya sudah daftarkan memasukan nik dan nama tapi macet di tombol periksa dan tidak bisa melanjutkan walau data sudah benar.. Jadi sertifikat hanya muncul dalam tombol periksa tidak bisa melanjutkan untuk menyimpan data sertifikat.. Tolong segera diperbaiki karna sertifikat ini penting untuk ibu saya... Terimakasih",3,neutral
12781,2023-01-14 11:01:56,4.6.0,Pedulilindungi versi terbaru ini kok ga ada e hac nya Gimana mau check in perjalanan,3,neutral
12789,2021-08-04 03:13:42,3.4.0,"Bisa diperbaiki dulu, saya mau download sertifikat vaksin milih nenek saya yang tidak punya hp, sudah bisa login tapi ketika periksa data sudah isi NIK dan Nama Lengkap, hanya keterangan sudah vaksin kedua. Dibawah itu ada tombol sertifikat vaksin tapi ketika diklik tidak muncul sertifikat. Mungkin saran saja untuk yang tidak punya hp (nomor dan email) tidak usah login, hanya input NIK dan nama saja sudah cukup dan langsung ada status beserta sertifikat vaksinnya.",3,neutral
12812,2022-10-18 09:41:59,4.5.6,"Menu tampilan utama sangat buruk , tolong bedakan antara Username dan Nama Pengguna, fasilitas Menu App sangat buruk not simple",3,neutral
12816,2023-03-01 05:56:49,,"Dulu namanya Peduli Lindungi, sekarang berubah menjadi Satu Sehat.. Tingkatkan Terus kualitas aplikasinya. Agar bisa digunakan oleh masyarakat.",3,neutral
12831,2023-03-12 09:30:22,,"Saya baru download aplikasinya tpi kenapa ya sya tidak bisa unduh sertifikat vaksin 1 dan 2 ? Trus sya sudah vaksinasi booster ke 1 juga tapi sertifikat tidak muncul di aplikasi, kenapa ya ??? Mohon bantuannya 🙏",3,neutral
12843,2023-04-04 15:09:38,5.3.2,Minta di perbarui Giliran di perbarui kok minta di perbarui lg Gak bs kebuka pula ini aplikasi,3,neutral
12853,2023-03-31 15:33:01,5.3.1,Kok g k BS buka aplikasi nya mohon bantuannya ya tq 🙏🙏,3,neutral
12854,2023-03-29 19:29:02,5.3.1,Apk nya tidak bisa dibuka,3,neutral
12862,2023-04-06 22:28:03,5.3.2,Di google play ga ada pembaruan kok di apl ada,3,neutral
12866,2023-03-31 04:01:27,5.3.1,"Kok bisa ya etiket kita dipakai orang lain, gimana dong solusinya...",3,neutral
12880,2023-03-31 13:06:58,5.3.1,Aplikasi tidak bisa di buka,3,neutral
12939,2023-04-01 12:33:12,5.3.1,"Min kenapa gak bisa download sertifikat vaksin,gagal terus.",3,neutral
12940,2023-04-04 05:04:13,5.3.2,Jaringannya buruk sekali,3,neutral
12944,2023-04-04 00:27:56,5.3.1,Aplikasi ini sulit untuk di buka,3,neutral
12948,2023-04-03 02:31:27,5.3.1,Ngak bisa dibukak app nya,3,neutral
12964,2023-04-07 10:42:07,5.3.2,Sering minta update aplikasi,3,neutral
12978,2023-03-31 05:15:07,5.3.1,Saya mau update g bisa ya,3,neutral
12997,2023-04-06 11:08:11,5.3.2,Kebanyakan di update,3,neutral
12999,2023-03-31 10:52:01,5.3.1,saya ini gaptèk kalau update² terus ribet,3,neutral
13005,2023-04-04 05:49:56,5.3.2,susah di bukanya ni aplikasi,3,neutral
13012,2023-04-05 15:37:43,5.3.2,Kok saya punya tidak bisa dibuka yaa 😪,3,neutral
13032,2023-04-01 14:00:40,5.3.1,Maaf koq malah tidak bisa masuk ya,3,neutral
13033,2023-04-05 21:33:01,5.3.2,Sulit dibuka saat diperlukan,3,neutral
13060,2023-04-01 08:53:53,5.3.1,Di perbarui bukanya bagus malah hancur,3,neutral
13074,2023-04-06 03:29:25,5.3.2,Susah ini aplikasi di buka g bisa2,3,neutral
13084,2023-03-31 02:58:45,5.3.1,Stuc di hal minta update ...,3,neutral
13089,2023-04-05 03:05:00,5.3.2,ndak bisa di update,3,neutral
13101,2023-04-02 14:21:57,5.3.1,Apps satu sehat kok gak bs d buka,3,neutral
13125,2023-04-01 04:02:03,5.3.1,Tdk bissa di buka sejak di perbaruu,3,neutral
13148,2022-12-25 11:23:45,4.5.9.1,Sertifikat vaksin tidak bisa didownload. Sudah didownloadpun tidak ada di galeri maupun file,3,neutral
13153,2023-04-05 12:03:36,5.3.2,Kasih bintang 3 dlu Krn aplikasi eror mulu,3,neutral
13157,2022-12-06 09:39:15,4.5.9.1,Layanannya sdh cukup bagus dan akurat datanya...,3,neutral
13179,2023-03-06 13:23:26,5.2.0,Ga bisa login gimana nih tolong bantu,3,neutral
13182,2022-11-01 15:20:20,4.5.7,Tidak bisa login padahal udh ganti nomor Kenapa ua,3,neutral
13184,2021-11-27 05:38:26,4.0.5,"Nunggu sertifikat vaksin pertama dari tanggal 28 September masih belum keluar juga, 3 hari sebelum vaksin kedua yaitu 9 November, saya sempet ganti nomor gara² error dan di kartu vaksin masih diisi dengan nomor lama, yang menyebabkan sertifikat vaksin ke 2 belum kunjung keluar juga, dari SMS tidak bisa karena otomatis terkirimnya ke nomor lama dan di aplikasi juga sertifikatnya masih belum keluar sama sekali. Saya coba pakai chatbot dan tiap sampai di bagian validasi selalu dikatakan salah.",3,neutral
13193,2021-08-15 04:37:50,3.4.1,"hallo, perkenalkan saya aulia. saya mau bertanya tentang masalah yang saya alami di aplikasi pedulilindungi. Sertifikat vaksin saya kenapa tidak keluar yaa, saya vaksin di tanggal 13 agustus dan sampai saat ini (15 agustus) belum ada sertifikat muncul diaplikasinya tetapi status vaksinasi sudah dosis 1, meskipun saya sudah dapat sms dari 1199 bahwa sertifikat sudah tersedia, tapi nyatanya tidak ada. Saya sudah melakukn berbagai solusi seperti cek nik, yg sudah saya yakini bahwa tidak ada kesalah",3,neutral
13194,2021-08-06 22:25:49,3.4.1,"Pesan OTP via SMS tidak pernah masuk, padahal nomor aktif dan ada pulsa. Tolong diperbaiki mungkin servernya yang tidak ada pulsanya jadi tidak bisa mengirim pesan OTP via SMS wkwk",3,neutral
13199,2021-07-03 02:35:49,3.2.6,Sy pengguna aplikasi ini dan sangat bagus bisa untk mendownload sertifikat vaksin.....tapi setelah sy mau buka lg sekarang knp sdh ga bisa di buka malah kluar tulisan tidak ada koneksi internet.....padahal koneksix baik sekali.....mohon solusix,3,neutral
13229,2021-07-16 02:04:37,3.3.6,"untuk admin, sepertinya ada bug pada aplikasi. seharusnya waktu mendaftar yg dibaca nomor HP untuk pengiriman code OTP, karena kalo email maka data sertifikat vaksin tidak terbaca. untuk mengakalinya saya melakukan daftar melalui situs pedulilindungi.id dengan menggunakan nomor hp",3,neutral
13233,2021-11-27 08:26:19,4.0.5,"Udah lebih ringan dan simple, tp masih blm paham cara kerja check-in & check-out nya, jam nya ga sesuai jg di aplikasi ga bs nentuin waktu check-in & check-out. Mohon untuk diperbaiki lagi, agar lebih akurat dalam tampilan waktu saat scan QR. Next bintang 5 klo udah akurat semuanya.",3,neutral
13240,2021-08-31 01:19:48,3.4.3,"masih banyak kekurangan dan sering force close, jika bisa 1 aplikasi bisa memuat sampai 3/4 akun nik agar tidak perlu repot repot semua keluarga harus download 1per1, lock gps nya jga masih kurang cepat dan terkadang error. mohon dapat diperbaiki dan ditingkatkan kembali",3,neutral
13244,2020-04-23 05:03:58,2.0.0,Aplikasi tdk stabil. Ketika sdh berhasil instal dan bisa dibuka. Namun ketika dibuka kali kedua dan seterusnya...terbuka sebentar terus out... Begitu seterusnya. 😬,3,neutral
13272,2021-11-26 17:41:55,,Jarang update ke versi terbaru karena suka bikin ngebug sertifikat ngga muncul loading gk jelas pass mau masuk fasilitas umum lagi. Fixnya dengan nge clear data aplikasi lalu login lagi baru bisa.,3,neutral
13280,2022-01-11 18:22:26,4.0.7,Aplikasinya sangat membantu karna bisa banyak sertifikat keluarga bisa di download disini. Tapi baru 3 saya downloadkan sertifikat keluarga langsung tidak mau mendownload lagi dengan keterangan nanti besok tapi sudah saya coba terus tetap tidak mau dan Di menu klaim sertifikat vaksin selalu minta centang tentang reCAPTCHA Mohon perbaikan nya karna ini aplikasi sangat membantu 🙏🙏🙏🙏,3,neutral
13284,2021-06-30 01:52:09,3.2.6,"Sedikit masukan, Misal: - Dari server data bisa tahu NIK mana aja yg belum divaksin, harusnya ada reminder atau tools supaya warga dg NIK tersebut bisa/dapat divaksin. Bisa dg terkoneksi ke satgas/faskes terdekat supaya bisa difasilitasi. - Bisa juga dibuat quick response mechanism entah ke satgas atau yg lainnya, untuk pelaporan maupun tindakan lebih lanjut ketika pengguna aplikasi akhirnya terkena/terdampak Covid-19 - Alhamdulillah dibales tim developer, tambahin lagi bintangnya.",3,neutral
13300,2022-03-15 03:05:21,4.1.16,Aplikasi nya aneh banyak yg sudah melakukan pcr tetapi hasil nya tidak muncul di Aplikasi padahal lab nya itu sdh terdaftar di kemenkes. Tetapi dicek di Web sdh masuk tapi tidak ada data barcode ny cuma tertera hasil pcr ada,3,neutral
13308,2021-08-15 06:43:48,3.4.1,"Menurut saya aplikasi ini kurang efektif, dikarenakan setiap keluar masuk Mall harus scann berkali-kali. mungkin lebih efektif kalo scannnya hanya sekali saja.",3,neutral
13326,2021-07-10 11:18:06,3.3.4,"Halo sy mau tanya, hari ini sy vaksin 1 tp tdk muncul sertifikat di aplikasi pedulilindungi. Sy coba lg tdk bisa dan yg tertera di profil no.hp lama saya yg tdk aktif/hangus. Bagaimana cara mengganti dgn no. Hp lama dgn yg baru ? Agar sertifikat sy bisa di unduh Mohon bantuannya dan feedbacknya terimakasih",3,neutral
13342,2021-07-10 02:56:39,3.2.6,"Saya sudah vaksin, sya pake wa, krna dewasa ini kbnyakan data dikirim lewat wa. Tpi trnyata nomer untk wa nya mati. Jdi tidak bisa dapat SMS untk OTP nya. Bisa tidak d ganti nomer TLP nya k yg lain biar bsa ngcek sertifikat nya?",3,neutral
13343,2023-03-13 10:57:05,5.2.1,Kenapa aplikasi satusehat gak bisa ke buka di hp saya,3,neutral
13361,2021-08-13 06:01:16,3.4.1,"Aq pernah download yg pertama kali , tp cuma ada peta daerah tempat tinggal dan di sekitar yg terkena covid. Lalu saxa hapus apl , aq pikir cuma begitu aj isi apl ny. Tapi pas saya download lg tuk kedua x , dan skrng isi apl ny lbh bagus lagi ada barcode , ada peta , sertifikat vaksin , serta tiket barcode buat travel atau bepergian ke dalam negeri maupun keluar negeri. Pokok ny mantap deh... Klo bisa lebih ditingkatkan lagi isi apl ny yahh... Nanti aq ksh bintang full...",3,neutral
13363,2023-04-05 14:55:13,,"Ini aplikasi susah amat di buka ya.. Minta update, udah di update tetep ga bisa di buka.. Tolong di perbaiki..",3,neutral
13364,2021-09-07 02:21:30,3.4.5,3 dulu lah bintang nya..karena kekurangan dalam pencarian gps nya setiap mau masuk gedung loading nya lama sedang kan kuota masih banyak..tolong ditingkat kan lagi,3,neutral
13387,2020-12-20 01:45:10,3.0.2,"Hasil yg berbeda dlm waktu yg singkat,24 jam yg lalu sy coba update, sy dinyatakan berada di zona merah dan pemberitahuanbutk berhati2 dan berjaga2 terus bermunculan sampe merasa ga nyaman, langsung sy hapus dan bru di instal ulang tdi pagi, hasilnya sy masih di zona hijau dan aman, semoga lebih bagus lagi kedepannya",3,neutral
13394,2021-09-09 11:08:25,3.4.5,Bagus sangat membantu jadi gk perlu susah payah print kartu yg bisa menyebabkan bocornya data sertifikat. Kekurangannya tolong pembersihan bug nya suka nglag & tdk bisa tersambung ke email. Susah bgt gk ada pemberitahuan kode verifikasi,3,neutral
13406,2023-03-01 02:34:15,5.0.0,"Kemarin saya sudah vaksin yg ke 4,tapi sertifikat belum saya terima",3,neutral
13412,2021-09-25 00:57:27,3.4.6,Saya mau scan QR malah gak bisa .. infonya harus melengkapi data. Setelah di lengkapi dgn no NIK dan tgl lahir malah bilangnya data harus sesuai sama KTP. Data yang saya masukkan sudah sesuai dgn KTP tp tetap tidak bisa update.,3,neutral
13414,2023-03-01 05:01:26,5.0.0,Udh gua update.. Malah gk bisa di buka..,3,neutral
13421,2021-10-02 12:00:39,3.4.6,Harap di perbaiki lagi aplikasi ini. Ada perbadaan data antara APLIKASI dan website pedulilindungi. seperti yg saya alami. Di web semua data benar Di app masih ada sedikit kekeliruan data. (Alhasil saya download srtifikat melalui WEB) Karena yg benar ya itu. Yg di website.,3,neutral
13439,2023-03-26 22:24:06,5.2.1,Sertifikat vaksin booster belum terupdate di aplikasi,3,neutral
13452,2023-03-11 03:21:57,5.2.1,"Di apk peduli lindungi, nama anak saya tercantum beserta riwayat vaksinnya tapi di apk satu sehat harus memasukkan lagi & setelah masuk kok tidak ada riwayat vaksinnya saat dicek ? 🤔🤔🤔🤔",3,neutral
13453,2021-08-24 10:01:13,3.4.1,"Mohon maaf apps nya masih banyak bug nya. Contohnya kita ga bisa input NIK selalu terjawab email telah terdaftar, kita ga bisa melihat status sertifikat alesannya ga ada no hp yg di input",3,neutral
13455,2021-09-19 12:04:39,3.4.6,"Halo, tolong aplikasi nya lebih di update lagi agar pengguna dapat log in dengan cepat saya tadi pagi log in dan berhasil lalu setelah jam 6 malam tadi saya ke mall setelah pulang dan cek aplikasi ternyata log out, saat ingit di log in lagi susah.. Mohon di perbaiki lagi aplikasi nya ya, terima kasih..",3,neutral
13460,2021-09-14 12:40:16,3.4.5,"Saya kasih bintang 3 di karenakan di bagian tanggal lahir saya harus klik tombol sebelah kiri cukup lama di karenakan tahun kelahiran saya 1970 an sampe pegel jari saya, apa tdk ada cara agar tinggal di ketik angka saja. Bagi yang kelahiran tahun 1960 an pasti malas untuk melanjutkan daftar di aplikasi ini, untuk hal lainnya sih lumayan tapi biasa aja",3,neutral
13469,2021-09-06 07:28:19,3.4.5,"Sudah seminggu pake aplikasi ini. Setiap mau daftar vaksin loading kode verifikasi, tdk pernah dpt kiriman kode verifikasi lewat sms, walau sudah diulang berkali-kali. Tolong jika memang pendaftaran vaksinasi via aplikasi sudah close, tutup saja fiturnya atau beri penjelasan pada pengguna. Trims",3,neutral
13479,2020-04-17 14:05:40,1.4.0,"Ukur jarak lewat bluetooth? Hmm abisin batre aja.. padahal bisa lewat sinyal aja jadi yang terhubung dimanapun bisa kedetek banyak engga umat yang nongkrong rame""",3,neutral
13480,2022-02-13 16:42:34,4.1.0,Jadi bikin aplikasi sendiri buat liet aplikasi apa saja yg memakai permission mock location. Dan ternyata ada di aplikasi bawaan Samsung. Jadi kudu uninstall. Tapi gk bisa di uninstall atau disable dr setting. Pake pc buat ngilanginnya. Repot.,3,neutral
13485,2022-10-26 09:49:22,4.5.7,"sdh lama gk saya pakai sekarang gak bisa di buka aplikasi nya, hanya ada tulisan lindungipeduli",3,neutral
13487,2021-08-19 09:13:22,3.4.1,"Sewa programer yg brkualitas. Biar datanya ga ngehank apalagi data tidak masuk sistem. Sertifikat lama sekali muncul di app . Vaksin 1 bln juni, sertfikat br muncul di app nya pd bulan agustus . Untung kmrn2 gw kagak prgi kemana mana",3,neutral
13491,2021-10-29 04:36:42,4.0.2,"Kak ini kenapa ya saat keluar, dan mau masuk kembali biasanya bisa. Tadi di suruh untuk menyetujui syarat penggunaan baru, Sudak klik steju tapi malam diem dan ga bisa lanjut untuk masuk:(",3,neutral
13498,2021-09-01 02:50:07,3.4.3,"Aplikasinya msh hrs dibenahin lagi, seperti isi data tgl lahir hrs nya cukup dgn diketik jangan memundurkan kalender perbln yg perlu mengklik ratusan kali terkadang gagal, dan wkt permintaan email stlh dikirim loading nya lambat banget2 , sampai sering tdk berhasil, dan saya sdh mencoba membuka sertifikat Vaksin tp blm bisa2 jg padahal di aplikasi sdh memberi info kalo saya sdh Vaksin !! Dan banyak lain2 yg perlu di benahi !!!",3,neutral
13511,2021-10-29 12:45:14,4.0.2,"Saya barusan download, tapi mau masuk ga bisa scrol ke bawah soalnya tombol lanjut ketutupan tombol hp nya. Jadi gimana bisa masuk kalau gini. Tolong segera diperbaiki, soalnya saya butuh buat scan barcode.",3,neutral
13522,2021-10-03 05:53:36,3.4.6,"Sudah masukin tgl.lhir n diklik berkali"" tp tetap tidak muncul dikolom apa aplikasinya yg error sudah cek di paspor digital n terdaftar vaksin kedua tp.saat mau melengkapi data tgl lahir malah gk muncul saya kan perlu melengkapi data untuk bisa scan QR saat masuk tempat umum",3,neutral
13525,2021-11-01 03:29:07,4.0.2,"uda bagus aplikasinya, hanya saja mohon untuk developer jika ada pembaharuan sesuai requirement pengguna langsung di jadikan update untuk satu waktu. saya salah satu pengguna yg tidak bisa untuk update secara berkala.. but overall uda bagus buat appsnya 👍",3,neutral
13547,2021-10-02 00:57:40,3.4.6,"Awalnya cukup puas karna sertifikat sudah muncul sebelum 24jam tp langsung kecewa lihat tanggal lahir salah , sudah d email 2x dr bulan lalu ga ada respon ataupun perubahan. Padahal saya butuh banget buat persyaratan kerja.",3,neutral
13555,2021-10-26 02:06:33,4.0.2,"Saya sudah instal aplikasi peduli lindungi hampir 2 bulan. Terakhir sy pakai buat scan barcode masuk mall tgl 23 oktober. Hari ini tgl 26 okt sy buka aplikasi ternyata sudah di upgrade. Dan sy harus login ulang. Waktu mau login lewa no hp dan email ga bisa"" masuk. Sampai 5x harus nunggu 3jam lg baru bisa dicoba. Kalau sy butuh nya secepatnya untuk check in gmna klo sistemnya kaya gini 😓",3,neutral
13559,2023-03-11 12:11:02,5.2.1,"Sampah, daftar berkali-kali Ndak masuk2.rugi download",3,neutral
13560,2021-11-27 00:49:18,4.0.5,"Mohon maaf sebelumnya. Aplikasi ini bagus. Tapi mohon diperbaiki untuk format penanggalannya. Masa iya, untuk mengetik tanggal lahir kita harus klik perbulan sampai ditahun kelahiran. Misal kelahiran tgl 10 Februari 1965, kita harus klik perbulan sampai ditahun 1965 pdahal diformat penanggalan tahun diatur ditahun sekarang. Tolong diperbaiki, menurut saya cara seperti itu kurang effisien. Sementara saya beri bintang 3 dulu, untuk sisanya jika penanggalan sda diupdate. Terima kasih,... 🙏🙏",3,neutral
13561,2021-09-06 04:09:29,3.4.5,"Setiap dibuka lama selalu muncul minta lokasi padahal sudah diaktifkan, tiba2 terima sms otp pdhl akun saya selalu aktif jdnya curiga ada yg mau msk akun saya, saran saya app ini lbh baik lagi lebih ringan, lengkap, dan terjaga keamanannya.",3,neutral
13575,2021-11-25 02:10:42,4.0.5,"Saya kasi bintang 3 dulu, karena penampakan sertifikat vaksin masih error bahkan setelah update terbaru.. Saya butuh sertifikat untuk dicetak (milik ortu yg tidak bawa hp android) Mohon dibantu & segera diperbaiki Terima kasih",3,neutral
13579,2023-03-01 18:35:30,5.0.0,gk bisa login gmna cranya,3,neutral
13580,2022-02-23 08:56:11,4.1.1,Aplikasai yg sekarang tambah ribet lebih mudah aplikasi yg lama begitu daftar masukin nik dan lain lain langsung muncul sertifikat kalo yg sekarang mesti klaim dulu tolong di buat lebih mudah kalo kek gitu jd ribet apalagi untuk orang yg gaptek udah daftar ribet masukin ini ono pas cek sertifikat nggak muncul dan ternyata harus klaim dulu,3,neutral
13581,2021-07-13 14:21:49,3.3.4,"Dari aplikasi yg jd bahan candaan, akhirnya setelah dg berbagai usaha yg hampir seminggu hasilnya ada perbaikan juga. Sdh bs download bersamaan dpt sms konfirmasi tentang link sertifikat vaksin 1 dan 2. Tambah bintangnya sambil nunggu penyempurnaan.",3,neutral
13596,2021-09-20 08:37:04,3.4.6,"App nya bagus, cuma dalam mengisi data tanggal bulan dan tahun, yg SANGAT RIBET SEKALI, karena klik bulan mundur sampai ketemu, apa tidak bisa di perbaharui pilih tanggal, bulan dan tahun tersendiri.",3,neutral
13601,2021-09-18 04:10:07,3.4.6,"Aplikasi masih banyak bug, karena Data Vaksin di Aplikasi masih berbeda dengan Data Vaksin di Web ... tolong kepada Admin IT Pedulilindungi agar segera diperbaiki (sinkronisasi antara Web dengan Aplikasi Android) ... Terima Kasih ...",3,neutral
13614,2021-08-07 13:37:24,3.4.1,"Saya sudah melaksanakan Vaksin 1 & 2. Sampai hari ini tidak bisa mengunduh sertifikatnya karena data saya tidak terdaftar. Kenapa bsa bgitu, sudah buat akun dan login peduli lindungi tetap saja tidak muncul. Data2 sudah benar semua trmasuk no tlp. Tlp ke 119 tidak pernah tersambung? Gimana ini solusinya???",3,neutral
13625,2021-10-09 12:43:47,3.4.5,"Saya taikin bintangnya jadi 3 Karena enggak ada SMS OTP, Akhirnya lewat email, itu juga harus nunggu 1 bulan baru kelihatan sertifikatnya di hp. Perbaiki dulu deh yaa ini aplikasi, banyak bgt kan tuh yg ngasih rating jelek, karena butuh aja makannya pada download. Semangat perbaiki yaa semuaaaaa",3,neutral
