,at,reviewCreatedVersion,content,score,sentiment
23140,2020-04-21 10:46:29,2.0.0,"Min... Mgpa ketika kt me refresh aplikasi in sllu sj kluar trus. Jd stlah itu mau msuk sda tdk bisa. Kcuali diunistal kmudian di buka lgi bru bisa. Tpi stlh ditekan icon utk refresh, kmbli lgi pnykitx lsung kluar dr aplikasi in. Prtyaanx knpa bisa. Masa kt hrs sllu instal dan uninstal. Tlong diprbaiki..min.. Mksi...🙏",3,neutral
23165,2021-07-21 04:03:24,3.3.6,"Sudah bisa login ke aplikasi setelah reinstall 😞 Tapi sampai saat ini, belum mendapatkan pemberitahuan vaksin tahap 2. Dari aplikasi hanya info : MAAF.. REGISTRASI VAKSINASI COVID-19 MASIH MENUNGGU PENGUMUMAN DARI PEMERINTAH.",3,neutral
23167,2021-08-27 12:41:19,3.4.3,Waktu mau verifikasi kan ada disuruh data tanggal lahir. Ini Saya yang keliru atau gimana? Harus spam pencet tanggal kalender nya ke tahun 66( tahun lahir bokap) dulu. Yah untuk sebuah aplikasi dari pemerintah ini masih sangat kacau. Upgrade lagi pak.,3,neutral
23189,2021-09-16 08:39:55,3.4.6,"Wajib vaksin, tapi sosialisasi dari pengurus suka dadakan, via akun ini, ribet, onlen susah, banyak yg gaptek ni kalo di kampung, tolong itu kalender tgl lahir dipermudah mengisinya. Karena dari 1 hp, mau daftar beberapa nama, MasyaaAllah, lama beud, gegara kudu cari tanggal lahir manual gitu, alias klik kiri jauh untuk ortu kelahiran 1900 an🤭💪btw, maaf, ni hp saya yg jadul, ato emang dr aplikasinya, yg gitu cari tgl lahirna🤔😚😅🙏Indonesia bebas pandemi, kita bisa❤️❤️❤️💪💪💪bismillah...",3,neutral
23233,2021-08-10 14:38:43,3.4.1,Kode otp tidak masuk-masuk. Sudah coba ganti nomer tetap tidak masuk.... bagaimana saya bisa daftar vaksin. Tolong diperbaiki segera,3,neutral
23253,2022-02-06 05:43:08,4.0.9,"Untuk Tim Development tolong perhatikan bila update aplikasi jgn lupa sama pengguna pelangkat lama, krn bnyk item tidak bisa di buka...sayang bukan dan sia2",3,neutral
23254,2022-01-22 05:36:28,3.4.6,"Ga bisa di update, aku uninstall mau download ulang malah ga bisa juga. Jadi kudu pieeeeeeee???????? Terus kalo mau pake fasilitas umum gmn caranya 😔",3,neutral
23262,2021-04-01 11:50:35,,"Setelah di update, kok jadi susah masuk??keterangan ""Tidak ada koneksi internet""...lah??! Di coba aplikasi lain kok bisa, saya ulangi lg..tetap sama?? ""trus aku kudu piye to min...""",3,neutral
23279,2021-09-02 23:14:52,3.4.3,"Informasi yang diberikan kurang akurat, Saya sudah vaksin 2 tapi sertifikat vaksin belum ada juga, tolong mohon pihak yg terkait untuk melakukan croscek dan sinkron data, agar tidak ada masyarakat yg dirugikan. Terima kasih.",3,neutral
23292,2021-07-09 02:49:08,3.3.4,Saya daftar aplikasi tpi ga menerima kode verifikasinya gmn ya. Udh berulang ulang tpi tetep ga dpet kode nya jdi gabsa msuk ke aplikasinya. Saya mau cek sertifikatnya sma vaksin ke 2 pdhal tp kode otp nya ga muncul2 gmn ni?,3,neutral
23301,2020-04-22 06:51:59,2.0.0,"Aplikasi ini awalnya bisa digunakan... Sekarang aplikasi ini setelah di ""klik"" Akan close sendiri sebelum terbuka... Mohon penjelasan nya... Terimakasih",3,neutral
23329,2021-10-02 05:15:40,3.4.6,"mungkin bisa di evaluasi dan diperbaiki lagi fitur registrasinya, karena saya berulang kali memasukkan email baru tapi gagal terus. bisa dibuatkan prosedur mengenai peduli lindungi yang mudah dimengerti orang awam",3,neutral
23494,2021-08-30 08:46:46,3.4.3,"halo pedulilindungi, saya ingin menyampaikan keluhan saya semenjak menggunakan aplikasi ini, waktu saya ingin mengecek sertifikat vaksin pertama, saya sudah mengisi nik dan nama lengkap dan sudah jelas tertera saya sudah vaksin pertama dan pas saya mau klik ""sertifikat vaksin"" nya kenapa tidak muncul muncul , justru yang muncul adalah perintah untuk mengecek lagi kenapa itu ya ?",3,neutral
23660,2021-09-29 23:06:02,,"Hallo Team Terkait, mengenai sertifikat Vaksin yg kedua belum muncul mohon bantuannya🙏 saya sudah vaksin dua kali namun sertifikat hanya muncul yg pertama saja dan itupun dengan tgl vaksin yg kedua, lalu untuk sertifikat vaksin yg kedua sudah 3 bulan belum muncul juga, saya sudah coba email lebih dari 3x namun belum ada solusinya, lalu selanjutnya saya harus bagaimana mohon bantuannya🙏",3,neutral
24202,2021-09-16 21:36:34,3.4.5,"Tolong ini aplikasi nya kalau bisa saya kan sudah login tapi saat buka lagi aplikasi nya malah harus login lg, kayaknya itu ngga efisien",3,neutral
24213,2021-08-07 07:28:56,3.4.1,Aplikasinya gampang error. Coba cek sertifikat vaksin gak bisa padahal sudah vaksin dosis ke 2. Applikasinya segera di perbaiki biar pelayanannya mudah.,3,neutral
24224,2020-06-02 23:48:47,2.1.4,"Harusnya aplikasi seperti itu tidak perlu ada log off.. harusnya sekali install, sekali log in ya harusnya hidup terus... Atau log in terus... Ga perlu istilah sesi log in habis anda harus log in ulang... Bisa² males yg mau log in ulang",3,neutral
24226,2021-08-28 10:39:51,3.4.3,"Bagus aplikasi yg pertama dulu saya buka begitu tau kondisi kelurahan saya,splikasi yg sekarang tidak jelas mslah bingung dan mestinya di aplikasi bisa ngakses sertivikat vasin.",3,neutral
24252,2021-09-19 11:17:50,,Keseringan update terus. Sudah log in dan scan masuk mall pas mau keluar tiba2 katanya akun tidak terdaftar. Kacaauu,3,neutral
24253,2021-09-07 22:46:57,3.4.4,"Tolong perbaiki lokasi nya dong, masa udah berulang kali lokasinya ngaco, izin nya udah gps nya udh dinyalain tapi masih aja ngaco, menghambat kalau mau pergi ke tempat yang mesti scan",3,neutral
24255,2021-07-26 01:46:32,3.4.0,"Setelah diperbarui malah error, ga bisa masuk apps. Mentok sampai izinkan akses lokasi dah itu stop😓",3,neutral
24257,2021-09-06 03:48:46,3.4.4,Tidak bisa lihat sertifikat padahal sudah keterangan sudah vaksin yang kedua. Tidak bisa update data. Tidak link dengan hasil tes pcr,3,neutral
24270,2022-09-12 13:47:14,,"Dear pengelolla, please ini aplikasi jangan sering² minta diupdate dong, kadang suka panic attack kalo lg diluar dan dia minta diupdate sementara kita mau buru² chekin, jgn bikin org panik mulu, tolong banget ini mah 🙏",3,neutral
24281,2021-09-07 03:02:55,3.4.5,"Aplikasi nya error apa gemana ya? Mau log in kan harus dapet kode Verifikasi tapi fa dapet dapet, udah coba beberapa kali. Pdhl awal daftar ga begini.",3,neutral
24282,2021-11-03 11:41:27,3.4.6,Setelah update aplikasi tidak bisa dibuka.. Seperti ada bagian yg hilang di hp yg ukuran kecil. Jd saya pakai yg versi lama,3,neutral
24288,2020-04-21 15:41:21,,Aplikasi apa ini setelah di update malah mau buka tiba2 keluar sendiri.. saya sebagai pengguna sangat brterima kasih tapi tidak sprti ini tiba2 aplikasi keluar sendiri,3,neutral
24326,2022-06-13 14:13:26,4.4.5,Tolong dibntu saya sudah 3 lagi verivikasi awalnya otpnya tdk masuk jdi diulang smpai 3 kli saat masuk secara bersamaan namun sudah tdk bisa di verifikasi lagi itu bagaimana ya mengatasinya,3,neutral
24338,2021-09-16 12:59:40,3.4.6,"Aplikasi ini cukup membantu , hanya saja setiap login harus meminta kode verikasi selalu , jadi tolong ini di perbaiki kembali , terimakasih atas kerjasama nya",3,neutral
24342,2021-09-29 12:38:54,3.4.6,"Aplikasi yg bagus dan sangat membantu, tpi kok belum ada sms yg masuk diakun ku, Harapan semoga makin mantap kedepannya. Salam sehat Indonesia.",3,neutral
24348,2021-09-06 01:44:59,3.4.5,"Sebenarnya gimana sih apk ini? Masa saya coba daftar untuk vaksinasi dan pilih tempat Gagal, eh tiba"" udah terdaftar aja tapi gak ada tempat dimana saya vaksinasi, yg lain bisa isi formulir buat pendaftaran kok saya gak bisa, tapi sudah terdaftar siap vaksinasi. Ini maksudnya saya boleh vaksin pertama dimana aja gitu??",3,neutral
24363,2022-03-18 06:39:09,4.1.16,"GOOD Pertama saat melakukan scan Barcode bisa, tetapi besok kok jd gak bisa scan ke mall ya, itu kenapa ya kendala nya",3,neutral
24497,2022-02-14 05:37:43,4.1.0,kemaren enak cari segala kartu vaksin di sekarang susah nya padahal cari kartu vaksin yg 2 tapi susah banget.. setelah di update ulang eh hilang semua yg sudah aku cari semua dah aku coba berkali kali.coba aplikasi yg lama enak cari nya GK banyak cincong,3,neutral
24506,2021-08-30 12:24:13,3.4.3,"Cara input data tanggal lahir sangat ribet. Kasihan utk orang umurnya sdh tua. Bayangkan utk mencari tahun lahir 1950, harus menekan tombol prev sampai 61 x 12 = 732 kali.!!! Apa gak capek jarinya... Harusnya cukup isi secara manual dg menulis tgl/bulan/tahun lahir, bukan dg model kalender seperti itu",3,neutral
24545,2021-08-12 14:31:42,3.4.1,"Kurang sempurna aplikasi nya, masih sering error dan selalu muncul sendiri notifikas nya.",3,neutral
24574,2022-01-30 23:38:00,4.0.9,"Aplikasinya sering eror & tidak bisa scane barcode untuk check-in, padahal sudah di update mohon bantuannya admin",3,neutral
24582,2022-02-07 05:12:50,4.0.91,"Parah bngt abis di perbarui malah ilang sertifikat nya, padahal butuh kalo ada scan"" barcode di ruang publik trtntu. Ga jelas nih apk nya",3,neutral
24587,2021-09-29 06:47:09,3.4.6,"Sangat banyak menggunakan daya baterai, di notifikasi cuma aplikasi ini doang yang banyak menggunakan baterai walaupun tidak di pakai dan tidak kemana2",3,neutral
24606,2021-08-22 15:54:09,3.4.1,"Ini gimn sih aplikasi,instal aplikasi dihp yg baru.sdh masuk pake nomer hp dan jg email yg SDH terdaftar tetap TDK bisa.jd susah saya mau ambil sertifikat vaksin sy..ini aplikasi terlalu banyak kekurangannya",3,neutral
24625,2021-08-16 02:29:24,3.4.1,Saya sudah vaksin kedua tanggal 4/8/2021 sampai skrg belum dapat sertifikat vaksin sudah email dan hubungi 119 suruh cek secara berkala 3hari kedepan tapi sampai skrg belum juga terbit.mohon segera diterbitkan karena mau digunakan untuk kerja.,3,neutral
24656,2021-09-09 02:48:26,3.4.5,Saya udah berulang kali minta Kode OTP untuk daftar vaksin kok masih nggak dikirim? Sudah coba ganti nomer tetep nggak dikirim! Aplikasinya kenapa sih!!!,3,neutral
24662,2022-02-10 02:20:17,4.0.91,"Mks karena telah memperhatikan keluhan kami pengguna amplikasi ini , sekarang amplikasi ini keren kualitas kecepatannya makin bagus dan sementara ini bagus 👍",3,neutral
24664,2021-11-12 11:30:02,,"Untuk pengisian tanggal lahir perlu di upgrade , sehingga tidak perlu klik mundur ke tahun lahir. Harus lebih praktis saja ketik tgl lahir/bln/thn.",3,neutral
24679,2021-11-07 06:42:52,4.0.2,Selamat malam. Ini wktu login ulang dari device dan ketika melakukan persetujuan tidak dapat d scrolling pada device oppo A53 2016,3,neutral
24709,2021-09-10 13:28:24,3.4.5,"Dapet notifikasi pesan, katanya sertivikatnya vaksin nya bisa dilihat di aplikasi peduli lindungi, pas aku lihat nggak ada. Itu cara lihatnya gimana kak?",3,neutral
24715,2022-03-10 05:01:08,4.1.1,"Hasil test Covid 19 saya gak muncul, udh 2 kali test SWAB Antigen, menurut petugas di lokasi, bahwa data hasil test sudah di Upload tapi gak ada juga setelah di refresh.",3,neutral
24718,2021-12-17 10:20:23,,"Tolong bahasa indonesia jangan sebagian bahasa inggris terutama di pengisian data saat menggunakan transportasi udara, bingung isi datanya karena bahasa inggris",3,neutral
24721,2022-07-04 01:57:30,4.4.7,Tolong ya saan scan barkode awal² bisa tapi besoknya dipake malah login akun lagi kan kalo ada urusan mendadak jadi tertunda cuma gara² harus isi data² aku lagi!!,3,neutral
24727,2022-01-13 04:14:31,4.0.7,"Di versi terbaru, riwayat perjalanan nya kok gk ada ya?? Memang dihapus atau ada di pilihan lain yg aku blm tau?? Bagaimana caranya melihat riwayat perjalanan diaplikasi versi terbaru??",3,neutral
24737,2021-09-10 10:29:19,3.4.5,"Kenapa untuk melengkapi profil tdk bisa ya.. Ketika memasukkan nik dan tanggal lahir tiba2 kembali lagi, spt itu terus. Gimana ya?",3,neutral
24740,2021-10-06 11:29:46,3.4.5,"Apk nya kok susah ya saat dibutuhkan...loading lama.. kudu restart hp teruss.. tolong dibenerin dong, jangan malu2in pemerintah yg punya aplikasi.",3,neutral
24748,2022-05-27 23:19:16,4.4.4,"Dikit"" kok harus di perbarui, udh gt hrus check-in lama bgt harus di ulang"" 2,3x bru bsa, bisa"" bikin telat klo pas mau msuk krja",3,neutral
24804,2021-10-06 03:06:00,3.4.6,Berulang kali mau cek sertifikat vaksin kok ga bisa² ya.... Padahal sudah ada keterangan vaksin ke-2.. Tapi tetap aja prosedur nya suruh periksa terus.😐 ini apanya yang salah.,3,neutral
24812,2022-04-25 00:53:35,,"Tolonglah dipermudah Kenapa susah buat diwnload sertifikatnya Dulu pake akun di peduli lindungi dengan nomer hp bisa lagsung download, terus karena nomer hp sudah tidak aktif jadi daftar lagi oake enail tapi kenapa gabisa download seetifikatnya",3,neutral
24818,2020-05-23 20:18:53,2.0.3,Lebih bagus lagi jika lokasinya tidak berdasar kelurahan tp sesuai mapsnya jadi di desa atau kampung mana supaya lebih akurat krn kalau dr kelurahan saja pdhl 1 kelurahan ada banyak desa/kampung dan tidak semua terdampak virus.,3,neutral
24828,2021-08-17 02:23:41,3.4.1,"Setelah log out Pas login lagi malah ada keterangan ""anda tidak memiliki sertifikat vaksin covid - 19 "" Tolong di perbaiki bug nya",3,neutral
24866,2021-10-03 12:22:08,3.4.6,Minta tolong fitur notifikasi peduli lindungi di non aktifkan saja. sangat memboroskan baterai karena berjalan di latar belakang,3,neutral
24885,2021-11-10 17:10:50,4.0.2,"Aneh ini apalikasi, punya saya, vaksin sudah terdeteksi vaksin pertama,sertifikat ga ada, punya istri sertivikat sudah ada,vaksin belum terdeteksi jadinya masih merah..... Sekalas negara bikin aplikasi begini...... Memalukan,masih perlu perbaikan",3,neutral
24890,2021-08-30 14:57:43,3.4.3,"Knp ya saya harus bolak balik instal-uninstal? Setiap mau buka lagi aplikasi ini selalu tidak bisa? Padahal sebelumnya udah dftar,tapi pas lain waktu mau buka lg tdk bisa..",3,neutral
24895,2021-07-17 14:29:53,3.3.6,"Kenapa sertifikat vaksin pertama saya kok belum di terbitkan sampai hari ini, padahal saya mendapat konfirmasi sms, tp ketika saya buka sertfikat vaksin tidak muncul. Mohon informasinya..",3,neutral
24898,2022-01-14 09:27:44,4.0.7,"Aku ksh bintang 3 krn di hp xiaomi note 2 aplikasi ini tdk bisa dibuka, log out sendiri. Terdapat bug sehingga tdk bisa log in",3,neutral
24900,2022-07-13 11:04:25,4.4.8,"Aplikasi tidak bisa dibuka, dan muncul notifikasi pedulilindungi terus bergenti. Gimana cara membukanya?",3,neutral
24910,2021-11-08 05:14:40,4.0.2,"tolong aplikasinya diupdate lagi. saat awal tidak bisa masuk, dikarenakan tidak ada pilihan setuju. sudah saya rubah pengaturan font tetap sama saja. terima kasih",3,neutral
24923,2022-02-16 04:48:41,4.0.7,"Jangan hanya aplikasinya yang diupdate, tapi sdm atau karyawan yang mengimput data pun harus diapdate sehingga tidak terjadi lagi kekeliruan dalam data setiap masyarakat. Terima kasih🙏🏻🙏🏻",3,neutral
24926,2021-10-26 03:30:08,4.0.2,"Habis di perbarui ke versi yg baru. Aplikasinya ngk bs kebuka, sayang aplikasi pedulilindungi sudah berhenti.. Ngk bs kebuka lg, gimana ini...",3,neutral
24931,2021-09-16 13:41:44,,"Saya beri bintang 3 , karena untuk pendaftaran dosis pertama tidak bisa mendaftarkan diri melalui aplikasi ini karena tidak ada sms otp yang dikirimkan ke nomor yang sudah dimasukkan . tolong diperbaiki lagi",3,neutral
24937,2021-09-17 09:38:21,3.4.6,"Terlalu ribet pengisian tanggal lahir, harus klik panah kiri 500 kali lebih untuk menemukan tahun 60-an. Perlu penyederhanaan.",3,neutral
24939,2021-07-12 07:00:19,3.3.4,"Saya registrasi vaksinasi di website pedulilindungi sukses, tapi di apk tidak ada data saya yang sudah registrasi di website. Yang artinya aplikasi ini tidak akurat dengan websitenya",3,neutral
24942,2021-12-01 12:10:36,4.0.5,"Tolong di perbaharui lagi, kok tidak bisa nambah klaim sertifikat vaksin ya sudah isi semua data nama, nik, dan lain sebagainya tidak bisa di klaim",3,neutral
24944,2021-08-06 07:30:37,3.4.0,Bagus sih..habis divaksin g dpt sms untuk sertifikat akhirnya dowload apl ini untuk liat sertifikat vaksin ada ga nya ternyata ada. cuma kok pas diupdate aplikasinya link untuk liat sertifikat jadi g da.,3,neutral
24953,2021-07-06 05:01:19,,"Bagaimana yah saya gabisa masuk ke aplikasi nya ini dengan alasan data internet saya tidak ada padahal data dan sinyal internet saya kuat disini , jadi ini gimana ya solusi nya agar saya bisa liat jadwal vaksinasi pertama saya diaplikasi peduli lindungi , terimakasih ..",3,neutral
24962,2021-05-17 09:36:43,3.2.6,Saya sdh vaksin pertama hari ini.. saya cek di aplikasi ini blm terdaftar. Lalu saya coba cek manual di google website pedulilindungi.id.. Data saya sdh terdaftar. Mohon diperbaiki server nya. Terima kasih,3,neutral
24977,2021-08-10 13:55:15,3.4.1,"Aplikasinya masih error.. Nyantumin nik, tanggal lahir dan pasang foto profil ko gagal terus... Tolong sistem perbaiki lagi...",3,neutral
24978,2021-09-28 04:16:18,3.4.6,Kenapa saya susah untuk scan barcode padahal sy sudah isi data sesuai ktp nomor nik dan tanggal lahirnya sdh bnr.. tp knpa masih ga bisa...,3,neutral
24988,2021-12-05 13:23:20,4.0.5,Haloo min gimana ni ada solusi ga setiap saya mau cek sertifikat vaksin ibu saya selalu ga bisa2 selalu bolak balik saya bukan robot saya bukan robot terus ga bsa2 ga muncul dari sertifikat pertama smpe sertifikat ke dua,3,neutral
24995,2021-09-16 15:06:55,,Tolong jangan seminggu sekali update ribet... download juga karena ke paksa.. kalo g download apk ini gw g bisa kerja.. jadi mohon kerja sama nya..,3,neutral
25014,2020-04-21 13:37:20,2.0.0,"Admin kenapa Apk ini stelah diupdate kok tidak mau kebuka lagi, mohon ditindaklanjuti dan mohon infonya. Sementara sy kasih bintang 3 dulu. Terimaksh",3,neutral
25024,2021-08-21 02:02:14,3.4.1,Sudah dapat tiket tapi ga dikasih tau ke tempat atau kemana nya sangat membingungkan di cek secara berkala masih nihil aplikasi seharus nya membantu ini malah lebih membingungkan,3,neutral
25045,2021-09-22 02:09:21,3.4.6,"Saya sudah kedaftar tpi kalo mau lihat apknya lagi kok error ya ,balik ke deteksi lokasi trus dibuka ga bisa Ini gimana ya caranya",3,neutral
25046,2021-12-23 04:57:16,,hallo kenapa aplikasinya gak bisa konfirmasi padahal saya sudah menulis nik dan namanya dan juga sudah di periksa tapi tidak bisa ter konfirmasi mohon bantuannya kak,3,neutral
25049,2022-06-16 13:29:41,4.4.6,"Baru 2 hari yang lalu buka aplikasi ini,langsung ada muncul notif perbaharui atau tidak,setelah diperbaharui,hari ini buka aplikasi ini lagi eh muncul lagi perbaharui atau tidak. Buat tidak nyaman.",3,neutral
25087,2021-11-12 11:25:32,4.0.2,"Tidak bisa login, allowed syarat dan ketentuannya tidak bisa di swipe kebawah. Tolong segera diperbaiki.",3,neutral
25116,2021-09-10 17:01:23,3.4.5,"Sertifikat vaksin sy hanya muncul sekali, setelah itu diakses kembali nggak bisa. Sy coba sudah lebih dari 5X tetap nggak bisa. Mohon informasinya,",3,neutral
25126,2021-09-30 11:46:45,,"Kenapa daftarnya susah banget, sih? Mau daftar malah ada tulisan “User not found”, mau masuk malah ada tulisan “Gagal registrasi”. Tolong tanggapannya.",3,neutral
25135,2021-09-30 01:17:17,3.4.6,"Kenapa kita yang harus scan kode QR? Kenapa bukan kita yang nunjukin kode QRnya? Dan kenapa aplikasinya bisa buat login berbagai nik? Apa anda tau aplikasi ini sudah banyak disalah gunakan? Semoga kedepannya lebih baik lagi, yok bisa yokk 🙃",3,neutral
25154,2021-11-21 05:07:27,4.0.2,Aplikasi bagus dengan program yg mendukung dari pemerintah. TAPI sayang ini hanya aplikasi. Anda masih bisa mengelabui petugas di moll dan fasilitas publik lainnya.,3,neutral
25176,2021-10-02 12:04:08,3.4.6,"Apakah saat ini memang ada kendala untuk pendaftaran melalui apk peduli lindungi dan website peduli lindungi? Karna sudah beberapa kali mencoba untuk daftar tapi tidak bisa ""registrasi gagal""..",3,neutral
25196,2021-11-01 04:04:03,4.0.2,"Bagus, Cuma sayang, satu aplikasi tidak bisa digunakan mengakses data beberapa orang/keluarga. Mohon bisa dipertimbangkan saran kami. (spt. BPJS app, bisa utk. Beberapa no.HP. terimakasih)",3,neutral
25204,2022-02-09 04:54:42,4.0.91,"Tolong dong min untuk aplikasi diperbaiki. Cek sertifikat ngga bisa lewat aplikasi, harus masuk lewat website. Terima kasih",3,neutral
25214,2022-01-15 02:44:16,4.0.7,"Waktu apk mau digunain malah nggak bisa, minta pembaruan terus. Padahal udah versi paling terbaru.",3,neutral
25230,2021-10-15 11:06:44,3.4.6,Kenapa saya melengkapi akun untuk membuka scan qr tidak bisa di isi tanggal lahir.setiap di ketik tanggal lahir selesai selalu kosong lagi.,3,neutral
25244,2021-07-07 12:44:14,3.2.6,"maaf,aplikasinya kadang bisa di buka kadang tidak,sering ada tulisan koreksi jaringan,padahal jaringan bagus",3,neutral
25248,2021-11-03 01:18:06,4.0.2,"Saya sudah vaksin dosis 1, sertifikat sdh muncul tapi status masih merah di apk pedulilindungi , sdh telpon 119 n email juga katanya sdh kuning , tapi di hp saya masih tetap merah . Dan disuruh logout masih tetap sama . Heran saya",3,neutral
25258,2021-10-28 02:06:44,4.0.2,"Saya install ulang karena ada eror Setelah install, pilih warga negara, lalu centang ""saya setuju ..."" Dan proses stop sampai disini.. ga ada respon, tidak berganti layar dsb.. stucckkk Mohon bantuan",3,neutral
25259,2021-09-10 13:11:57,3.4.5,"Di tanggal 9 sept 2021 saya melakukan vaksin ke dua ,tapi kenapa ya tidak muncul di aplikasi peduli lindungi n saya pun tidak dapat sms dari 119 ,sedangkan teman saya yang barengan dengan saya melakukan vaksin ke 2 ditanggal 9 sept 2021,sdh bisa diakses diakunnya ,padahal nomor Hp yang saya infokan juga sama dengan akun peduli lindungi ,mohon infonya 🙏",3,neutral
25271,2021-12-29 03:35:23,4.0.7,"Tolong ini gimana ya, saya sebelumnya sudah vaksin menggunakan nomor saya, terus bapak saya vaksin dan menggunakan nomor saya juga untuk isi formulir waktu vaksin karena bapak ga punya hp, ketika ingin mengecek sertifikat disitu tertulis nomor ini sudah di gunakan, terus sudah coba dengan nomor yang lain malah ga muncul"" sertifikatnya, mohon bantuannya pedulilindungi🙏",3,neutral
25282,2021-09-06 13:14:28,3.4.5,Kenapa hasil vaksin ke 2 saya belum bisa di upload. Dah seharian buka tutup aplikasi ini belom bisa juga.... saya perlukan....tolong bagaimana caranya biar bisa buka sertifikat saya....... .,3,neutral
25288,2022-01-15 05:55:22,4.0.8,Koneksi harus benar2 bagus untuk mengakses semua agar lancar semoga update kedepannya lebih d ringankan untuk koneksi agar dalam koneksi agak down masih bisa d akses lancar,3,neutral
25301,2021-09-23 07:07:37,3.4.6,"Kira2 berapa lama sampai data terupdate?, saya sudah vaksin tahap 1 tapi data saya belum berubah (masih merah)...saya vaksin On the spot, tidak pakai aplikasi... Setelah vaksin saya baru pasang aplikasi ini",3,neutral
25313,2020-05-01 13:18:48,2.0.2,Aplikasi apaan nih dibuka nutup lagi. Bisa dipake juga kagak.. dan infonya itu sebenarnya valid nggak si,3,neutral
25318,2022-06-17 01:36:14,4.4.6,"Saya udah vaksin booster beberapa bulan yg lalu,. Ko gak muncul sertifikat vaksin nya di aplikasi ini.. kenapa ya atau gimana caranya supaya ada sertifikat booster di aplikasi ini",3,neutral
25325,2021-08-06 03:31:58,3.4.0,Baru download aplikasi nya... Mlah suruh di perbaharui lgi pas mau di perbaharui mlah ga bisa.. Aneh banget aplikasi nya,3,neutral
25343,2021-10-20 09:00:06,,"aplikasi peduli lindungi sangat membantu kita dalam beraktifitas, tapi lemot banget untuk android android yg RAM nya terbatas.",3,neutral
25349,2021-11-23 12:48:44,4.0.5,Buat yg masih pada bingung..sy mau kasih info moga2 bisa bermanfaat..tekan tombol mb buat update..misal 12mb tekan biar bisa update.. terimakasih,3,neutral
25352,2021-06-26 04:32:03,3.2.6,"Aplikasi sudah lumayan baik, tapi sederhanakan dan permudah dalam proses pendaftarannya...ngisi TTL agak ribet..",3,neutral
25356,2021-09-09 17:24:23,3.4.5,"Sering banget minta update .. Setiap minggu minta update!! Apa gak bisa dibuat lebih toleran,jika belum bisa update malah eror gak bisa login",3,neutral
25371,2021-07-14 09:22:56,3.3.5,Maaf kak sebelumnya ingin bertanya ini kan di aplikasi tertera sudah di faksin ya cma caranya menggunduh sertifikatnya itu gimna soalnya gak tertera tulisan mengudeh sertifikat. Terimakasih,3,neutral
25372,2021-08-22 07:13:49,3.4.1,"aslinya bagus, cuma banyak bug, kalau akses lokasi di setting hanya saat di gunakan apliaksi eror",3,neutral
25401,2022-04-21 09:56:42,4.4.1,"Tiap scan kenapa loading nya lama banget ya, bisa sampai 30menitan 🥲 jadi ga enak sama antrian yg mau scan juga",3,neutral
25402,2021-09-26 04:20:08,3.4.6,"Aplikasi nya tolong d updet lg GPS sering ngaco udh chekin gk bisa chekout,padahal saya sudah chek in pas mau chek out d aplikasi sudah chek out tp mau chek in d tempat ln aplikasi sya blm chek out d tmpt yg sebelum nya..",3,neutral
25430,2021-07-15 07:15:47,3.3.5,"Saya sudah vaksin pertama tapi saya lupa mencantumkan no telpon jadi ga dapet SMS, saya mau lihat sertifikat nya Tapi ga bisa masuk no telponnya tidak terdaftar itu solusinya gimana ya kak",3,neutral
25434,2022-09-14 11:48:10,4.5.4,"Kaga bisa dibuka,alesannya jaringan koneksi tidak tersedia,T**!!!!!! Padahal buat buka aplikasi yang lain internet lancar",3,neutral
25438,2021-09-07 13:05:58,3.4.4,"Pada kolom pengisian tgl lahir amat sangat menyulitkan, karna bagi saya dan yang seusia saya dan lebih harus susah payah mencari tahun kelahiran dengan ketukan sekian puluh tahun. Jadi menurut saya Kurang canggih,...!!!",3,neutral
25453,2021-08-27 03:03:49,,"Saya telah beberapa kali swap dan paksin.namun tak tarjadi apa"" Kebanyak kan orng bilang swap itu sakit.paksin itu berbahaya tetapi bagi saya yang semua nya itu telah saya lalui. Itu smua hanya lah hoack. Swap itu ga sakit.paksin itu ga ada bahaya nya. yang bahaya hanya kalau kita pnya penyakit bawaan seperti darah tinggi asma.",3,neutral
25455,2021-08-28 16:58:53,3.4.3,"bintang 3 dulu, kalo udah beres, baru bintang 5, saya udah vaksin ke 2 tgl 26 agustus kemarin, tp tiap cek sertifikatnya, selalu muncul PeriksA, padahal panduan udah saya ikuti dgn benar, kenapa ???",3,neutral
25462,2021-09-19 06:27:31,,"Tolong dong bantuannya, kenapa punya saya nggak bisa diisi tanggal lahirnya ya? Mau scan barcode diminta melengkapi data diri tapi tgl lahirnya gak bisa diisi. Tolong ya!",3,neutral
25468,2021-11-01 00:03:36,4.0.2,"Aplikasi nya tolong benahi lagi, akun saya logout sendiri pas mau login lagi malah error, harus download ulang aplikasi baru bisa login lagi",3,neutral
25484,2022-01-15 11:57:16,4.0.8,Kenapa nulis tanggal lahir nya gk langsung tulis aja. Make klik banyak bgt lagi udah gt kalok jaringan enak kalok gk geh ia susah balik lagi Mbok ia langsung tulis aja mohon bgt ini dan verifikasi gambar nya kebanyakan Langsung tanggap gitu lho min cepet diperbaiki APK nya kasian masyarakat merasa diribetkan seperti saya repot bgt ngisi ttlny,3,neutral
